"The Lake Mystery","Marvin Dana"
"Crania Ægyptiaca","Samuel George Morton"
"Cactus Forest Drive, Saguaro National Monument","Anonymous"
"Tutankhamen and the Discovery of his Tomb by the Late Earl of Carnarvon and Mr Howard Carter","G. Elliot Smith"
"London in the Time of the Stuarts","Walter Besant"
"Ariel: ou, La vie de Shelley","André Maurois"
"Love—And the Philosopher","Marie Corelli"
"The Campaigns and History of the Royal Irish Regiment from 1684 to 1902","George Le Mesurier Gretton"
"The Trysting Place","Booth Tarkington"
"Icebound","Owen Davis"
"Moorish Remains in Spain","Albert F. Calvert"
"Alf's Button","W. A. Darlington"
"Thirty Strange Stories","H. G. Wells"
"Verstand schafft Leiden","Alexander Gribojedow"
"Convict B14","Rose Kirkpatrick Weekes"
"The Black Police","A. J. Vogan"
"Bealby; A Holiday","H. G. Wells"
"Brazil and Her People of To-day","Nevin O. Winter"
"The Tariff in our Times","Ida M. Tarbell"
"Troian sota","Fridtjuv Berg"
"Natural Bridges National Monument, 1954","The National Park Service"
"The Detective's Clew","Old Hutch Adams"
"The Executor","Margaret Oliphant"
"Väter und Söhne","Iwan Turgenjeff"
"Poems","Josephine Kermode ("Cushag"
"History of the Conquest of Mexico, Vol. 1 of 4","William H. Prescott"
"The Cavaliers of Fortune","James Grant"
"Moralens utveckling","Ch. (Charles) Letourneau and Ellen Key"
"The Moon Maid","Edgar Rice Burroughs"
"Arnold of Winkelried, The Hero of Sempach","Gustav Höcker"
"Ulysses of Ithaca","Karl Frederich Becker"
"Navajo National Monument, Arizona, 1951","National Park Service"
"Devils Tower National Monument, Wyoming, 1949","National Park Service"
"Young Medicine Man","Francis Lynde Kroll"
"Historic Ornament, Vol. 1 of 2","James Ward"
"America","John Ogilby and Others"
"The Feather Bed","Robert Graves"
"My Experiences at Nan Shan and Port Arthur with the Fifth East Siberian Rifles","Nikolai Aleksandrovich Tret'iakov"
"Lost Mine Trail","Anonymous"
"It Takes Practice Not To Die","Elizabeth BartlettC"
"Windmills and Wooden Shoes","Blair Jaekel"
"The Common Rocks and Minerals of Missouri","Walter David Keller"
"Shoshone National Forest, Wyoming","The U. S. Forest Service"
"Mother's Little Rhyme Book","Various"
"Daddy's Little Rhyme Book","Various"
"Prince Eugene, The Noble Knight","L. Wurdig"
"Hernando Cortes","Joachim Heinrich Campe"
"Kleine Lebensgemälde in Erzählungen","Julius von Voß"
"Behind the Screen","Samuel Goldwyn"
"Abbr.","Frank Riley"
"An Old City Company: a Sketch of the History and Conditions of the Skinners' Company of London","Lewis Boyd Sebastian"
"The Fairy Green","Rose Fyleman"
"Pictures from English History","Anonymous"
"The Baritone's Parish","James M. Ludlow"
"History of the Jesuits","Giovanni Battista Nicolini"
"Janeza Trdine zbrani spisi 1: Bahovi huzarji in Iliri","Janez Trdina"
"The Son of His Father, Vol. 2 of 3","Margaret Oliphant"
"The Son of His Father, Vol. 1 of 3","Margaret Oliphant"
"Le féminisme","Émile Faguet"
"Udo in England","Marie von Bunsen"
"Sächsisch Volk","Fritz Barschdorff"
"The Night of Temptation","Victoria Cross"
"The South American Tour","Annie S. Peck"
"Blacks and Bushrangers","E. B. Kennedy"
"Practical Cooking and Dinner Giving","Mary F. Henderson"
"The Floater","Kenneth O'Hara"
"Thirty Letters on Various Subjects, Vol. 2 of 2","William Jackson"
"Thirty Letters on Various Subjects, Vol. 1 of 2","William Jackson"
"Chuang Tzu","Chuang Tzu"
"Natural Bridges National Monument, 1954","The National Park Service"
"The Island Camp","Ethel Talbot"
"Seikkailujen saari","Louis Tracy"
"Nor Dust Corrupt","James McConnell"
"Excursions to Cairo, Jerusalem, Damascus, and Balbec from the United States Ship Delaware, during Her Recent Cruise","George Jones"
"Israelin tyttäret","Hilja Haahti"
"American Masters of Sculpture","Charles H. Caffin"
"History of the U. S. S. Leviathan, cruiser and transport forces, United States Atlantic fleet","the U. S. S. Leviathan History Committee"
"Observations on antimony","John Millar"
"Tizian","Hermann Knackfuß"
"Cuba","Emil Deckert"
"The History of Lapland","John Scheffer"
"American Masters of Painting","Charles H. Caffin"
"The Old Goat","Charles L. Fontenay"
"Petrified Forest National Monument, 1953","The National Park Service"
"Emin Pasha","M. C. Plehn"
"Montezuma Castle National Monument, 1959","The National Park Service"
"The Frithiof Saga","Ferdinand Schmidt"
"Chiricahua National Monument, 1958","The National Park Service"
"Mar sanguigno","Guido Milanesi"
"Dramas de Guillermo Shakspeare","William Shakespeare"
"Original Plays, Second Series","William Schwenck Gilbert"
"Life and Adventure in the South Pacific","John D. Jones"
"De lynch-wet","Gustave Aimard"
"The Practitioner. May, 1869","Various"
"The Century World's Fair Book for Boys and Girls","Tudor Jenks"
"Venus","Auguste Rodin"
"The Rumble and the Roar","Stephen Bartholomew"
"Woman's work in municipalities","Mary Ritter Beard"
"Picturesque Representations of the Dress and Manners of the Chinese","William Alexander"
"Busy Ben and Idle Isaac","Unknown"
"Homes of the London Poor","Octavia Hill"
"The Life or Legend of Gaudama","Right Reverend Paul Ambroise Bigandet"
"A Day with Ludwig Beethoven","May Byron"
"Harper's Young People, Index for the year 1882","Various"
"Racconti e bozzetti","Enrico Castelnuovo"
"Harper's Young People, October 31, 1882","Various"
"A Toothache on Zenob","Boyd Ellanbee"
"Captain Billy's Whiz Bang, Vol. 2, No. 22, July, 1921","Various"
"The Coal Measures Amphibia of North America","Roy Lee Moodie"
"Novelleja","Holger Drachmann"
"Harper's Young People, October 24, 1882","Various"
"Die Säge","Franz Feldhaus"
"Some Salient Points in the Science of the Earth","J. William Dawson"
"Motion Pictures, 1950-1959","Copyright Office, Library of Congress"
"La Principessa Belgiojoso","Raffaello Barbiera"
"Our Common Land","Octavia Hill"
"Call Mr. Fortune","H. C. Bailey"
"Cronus of the D. F. C.","Lloyd Biggle"
"The Creation of God","Jacob Hartmann"
"The New Teaching of History","H. G. Wells"
"Harper's Young People, October 17, 1882","Various"
"The Jester","Leslie Moore"
"New Bodies for Old","Maurice Renard"
"Our Base Ball Club","Noah Brooks"
"Harper's Young People, October 10, 1882","Various"
"Family Tree","Charles L. Fontenay"
"Old Days at Beverly Farms","Mary Larcom Dow"
"Figures in Verse and Simple Rhymes, for Little Learners","Anonymous"
"The Tenants","Mary Stanbery Watts"
"Harper's Young People, October 3, 1882","Various"
"Norsk literaturhistorie","Christian Fredrik Broch and Martin Seip"
"Coronation Rites","Reginald Maxwell Woolley"
"Harper's Young People, September 26, 1882","Various"
"La Casa de los Cuervos","Hugo Wast"
"USDA Farmers' Bulletin No. 503: Comb Honey","George Demuth"
"Juan José","Joaquín Dicenta"
"Harper's Young People, September 19, 1882","Various"
"The Hammond-Harwood House","Anonymous"
"Gudrun","Ferdinand Schmidt"
"USDA Farmers' Bulletin No. 1935: Hemp","B. B. Robinson"
"The Chicago Massacre of 1812","Joseph Kirkland"
"Change Signals","Ralph Henry Barbour"
"Routine for a Hornet","Don Berry"
"Why Crime Does Not Pay","Sophie Lyons"
"Quéda que as Mulheres Têm para os Tolos","Victor Hénaux"
"Beyond the Black Waters","A. L. O. E"
"The History of Court Fools","John Doran"
"When Wilderness was King","Randall Parrish"
"A Little Knowledge","Russ Winterbotham"
"Der Silbergarten, Der Stein des Pietro","Frances Külpe"
"Hehkuvan kevään maa","Hilja Haahti"
"The Journal of Geology, January-February 1893","Various"
"But the Patient Lived","Harry Warner"
"A Florida Sketch-Book","Bradford Torrey"
"The Golden Bough, Third Edition, Vol. 1 of 12","James George Frazer"
"Type of News Writing","Willard Grosvenor Bleyer"
"A Topsy-Turvy Christmas","Elizabeth F. Guptill"
"Cartoons from Puck","Joseph Keppler"
"Three Stories & Ten Poems","Ernest Hemingway"
"The Chasm","Bryce Walton"
"Mary Louise Stands the Test","Emma Speed Sampson"
"Harper's Young People, September 12, 1882","Various"
"USDA Farmers' Bulletin No. 1738: Farmhouse Plans","Wallace Ashby"
"Birds in Legend, Fable and Folklore","Ernest Ingersoll"
"Vergißmeinnicht","Wilhelm Adolf Lindau"
"Dresden und die Sächsische Schweiz","Sophus Ruge"
"Memoir of the Services of the Bengal Artillery","E. Buckle"
"Betty's Virginia Christmas","Molly Elliott Seawell"
"The Siwash","J. A. Costello"
"The Lion of Poland","Paul C. Hume and Ruth Fox Hume"
"Studies and Exercises in Formal Logic","John Neville Keynes"
"10 Luscious New Cakes","Anonymous"
"The Happy Herd","Bryce Walton"
"Corbow's Theory","Lee Wallot"
"Harper's Young People, September 5, 1882","Various"
"Ultima Thule, Vol. 2 of 2","Richard R. Burton"
"Ultima Thule, Vol. 1 of 2","Richard R. Burton"
"Progetto filosofico di una completa riforma del culto e dell'educazione politico-morale del popolo ebreo, Tomo II, of 2","Aron Fernando"
"Geneviève","Elise de Pressensé"
"Brain Teaser","Tom Godwin"
"Annali d'Italia, vol. 8","Lodovico Antonio Muratori and Antonio Coppi"
"The American Agriculturist, Vol. 2, No. 11","Various"
"Dissertations on Inflammation","John Burns"
"The Life of Charlemagne (Charles the Great)","Thomas Hodgkin"
"Shasta of the Wolves","Olaf Baker"
"Dearest Enemy","Fox Holden"
"U.S.S. Cairo","United States National Park Service"
"Europe Since 1918","Herbert Adams Gibbons"
"Il Ricciardetto, Vol. 2","Niccolò Forteguerri"
"Il Ricciardetto, Vol. 1","Niccolò Forteguerri"
"Our Summer Migrants","J. E. Harting"
"Jamestown, Virginia","Charles E. Hatch, Jr"
"Me","Winnifred Eaton"
"Memories of the Russian Court","Anna Viroubova"
"A Military Dictionary and Gazetteer","Thomas Wilhelm"
"Toveri","Ludwig Anzengruber"
"War Game","Bryce Walton"
"Animal Castration","A. Liautard"
"Shock Troop","Richard Bolton"
"Your Servant, Sir","Sol Boren"
"Harper's Young People, August 29, 1882","Various"
"Communication","Charles Fontenay"
"USDA Farmers' Bulletin No. 1972: Poison-ivy, Poison-oak and Poison Sumac: Identification, Precautions and Eradication","Donald M. Crooks and Leonard W. Kephart"
"USDA Farmers' Bulletin 459: House Flies","L. O. Howard"
"The Southern Literary Messenger, Vol. 1, 1834-1835","Various"
"An essay on the government of children, under three general heads viz. health, manners, and education","James Nelson"
"Cancer, Its Cause and Treatment, Vol. 1 of 2","Lucius Duncan Bulkley"
"Signs & Wonders","J. D. Beresford"
"Tappan's Burro and Other Stories","Zane Grey"
"Die Welträtsel","Ernst Haeckel"
"Wrong Analogy","Joseph Shallit"
"Viisikymmentä runoa ja kuusi laulua","Paavo Korhonen"
"Collection de documents dans les langues indigènes volume troisième","L'Abbé Brasseur de Bourbourg"
"Portraits of the Nineties","E. T. Raymond"
"Der Sohn einer Magd","August Strindberg"
"Captain Lucy and Lieutenant Bob","Aline Havard"
"Project Hi-Psi","Frank Riley"
"Berels Berta","Jean-Pierre Zanen"
"Secret History","Leonora Sansay"
"The Glory That Was Greece","J.C. Stobart"
"The World's Best Histories--Norway","Sigvart Sörensen"
"Wine-Dark Seas and Tropic Skies","Arnold Safroni-Middleton"
"All But Lost, Vol 3","G. A. Henty"
"A Glance at the Past and Present of the Negro","Robert H. Terrell"
"Children of the Arctic","Josephine Diebitsch-Peary and Marie Ahnighito Peary"
"The Englishwoman in Egypt","Edward William Lane and Sophia Lane Poole"
"Le littoral de la France","Valentine Vattier d'Ambroyse"
"A Guide for the Disection of a Dogfish","Lawrence Edmonds Griffin"
"Harper's Young People, August 22, 1882","Various"
"Biltmore House and Gardens","Anonymous"
"Salt ... or No Salt ...","Anonymous"
"Penal Methods of the Middle Ages","George Ives"
"Hunting the Hun","James Belton and Ernest Gregory Odell"
"The Theory of Stock Exchange Speculation","Arthur Crump"
"Sink or Swim; or, Harry Raymond's Resolve","Horatio Alger"
"The Scamperers","Charles A. Stearns"
"Z","Charles L. Fontenay"
"After Some Tomorrow","Mack Reynolds"
"Valkolilja","Elisabeth Maria Beskow"
"In the Wilds of South America","Leo E. Miller"
"Sarah Bernhardt as I knew her","Basil Woon"
"Dr. Southwood Smith","C. L. Lewes"
"Sales Resistance","Henry Still"
"A Matter of Order","Fox B. Holden"
"USDA Farmers' Bulletin No. 175: Home Manufacture and Use of Unfermented Grape Juice","George C. Husmann"
"USDA Farmers' Bulletin No. 1012: The Preparation of Bees for Outdoor Wintering","E. F. Phillips and George S. Demuth"
"Hieroglyfic","Rowland Jones"
"Narrative of William W. Brown, a Fugitive Slave","William W. Brown"
"The Gaspards of Pine Croft","Ralph Connor"
"What Shall It Profit?","Poul Anderson"
"The Blind Musician","Vladimir Galaktionovich Korolenko"
"Harper's Round Table, Index","Various"
"Reject","John Johnson"
"Night Court","Norman Arkawy"
"Die Naturwissenschaften in ihrer Entwicklung und in ihrem Zusammenhange","Friedrich Dannemann"
"Don Álvaro o La fuerza del Sino","Ángel de Saavedra, Duque de Rivas"
"Harper's Round Table, October 27, 1896","Various"
"Girl Scouts in Arizona and New Mexico","Lillian Elizabeth Roy"
"Memoirs of Sergeant Bourgogne, 1812-1813","Adrien Jean Baptiste François Bourgogne"
"Le livree dei nostri volatili domestici","Teodoro Pascal"
"Elämäni muistoja","Rabindranath Tagore"
"Ely's Automatic Housemaid","Elizabeth W. Bellamy"
"St. Augustine, Florida's Colonial Capital","John Tyler Van Campen"
"Tumacacori National Monument, Arizona","Anonymous"
"Pere Marquette State Park","Anonymous"
"Kertomuksia ja kuvauksia","August Tavaststjerna"
"The Malthusian Handbook","Anonymous"
"Enkelten suojatit","Frans Emil Sillanpää"
"The Adventures of Dr. Thorndyke","R. Austin Freeman"
"Harper's Round Table, October 20, 1896","Various"
"More E. K. Means","Eldred Kurtz Means"
"Wild Animals of North America","Edward William Nelson"
"The harp-weaver, and other poems","Edna St. Vincent Millay"
"The Story of Dutch Painting","Charles H. Caffin"
"The Journal of Ophthalmology, Otology and Laryngology","Various"
"Haaksirikko","Rabindranath Tagore"
"Laboratory","Jerome Bixby"
"The Scottish Highlands, Highland Clans and Highland Regiments Vol. 2 of 2","Various"
"The Scottish Highlands, Highland Clans and Highland Regiments Vol. 1 of 2","Various"
"Harper's Round Table, October 13, 1896","Various"
"London and its Environs Described, Vol. 1 of 6","Anonymous"
"Pugilistica, Vol. 1 of 2","Henry Downes Miles"
"Die häßliche Herzogin","Lion Feuchtwanger"
"His Great Adventure","Robert Herrick"
"Kapteeni Singletonin seikkailut","Daniel Defoe"
"The Earthman","Irving Cox"
"Fors Clavigera, Vol. 1 of 8","John Ruskin"
"A History of Roman Classical Literature.","R. W. Browne"
"In the vine country","Edith Somerville and Martin Ross"
"Harper's Round Table, October 6, 1896","Various"
"The Veil Lifted","Various"
"An Attempt to Explain the Origin and Meaning of the Early Interlaced Ornamentation Found on the Sculptured Stones of Scotland, Ireland, and the Isle of Man","Gilbert J. French"
"History of the government of the island of Newfoundland","John Reeves"
"Mary Wollstonecraft and the beginnings of female emancipation in France and England","Jacob Bouten"
"The Barbarians","Tom Godwin"
"Under the Big Dipper","Desiderius George Dery"
"Hyvä naapuri","Anonymous"
"William the Conqueror","F. M. Stenton"
"A Day with a Tramp","Walter A. Wyckoff"
"L'Illustration, No. 3740, 7 Novembre 1914","Various"
"Nacha Regules","Manuel Gálvez"
"Rake Knitting Patterns","Bertha Thompson"
"Tom Slade on Overlook Mountain","Percy Keese Fitzhugh"
"Avoidance Situation","James McConnell"
"A Son at the Front","Edith Wharton"
"Harper's Round Table, September 29, 1896","Various"
"Phaidros","Plato"
"Tracked by Wireless","William le Queux"
"The Catholic World, Vol. 27, April - September 1878","Various"
"Plays","Susan Glaspell"
"L'Isle du Levant","Paul Otlet"
"Essays in Idleness","Agnes Repplier"
"Fighting Joe","Oliver Optic"
"The Florentine Dagger","Ben Hecht"
"Gleanings in Bee Culture, Vol. 3, No. 3","Various"
"Young Sioux Warrior","Francis Lynde Kroll"
"The Seaman's Medical Instructor","N. D. Falck"
"The Railway Man and his Children","Margaret Oliphant"
"Famous Fighters of the Fleet","Edward Fraser"
"Wisdom's Daughter","H. Rider Haggard"
"Chushingura","Takeda, Miyoshi and Namiki"
"Use of Mines in Trench Warfare","Anonymous"
"The Journal of Geology, Vol. 1, No. 3","Various"
"The Happy Clown","Alice Eleanor Jones"
"Nuovi studii sul genio vol. I (da Colombo a Manzoni)","Cesare Lombroso"
"To Pay the Piper","James Blish"
"Shango","John Jakes"
"The Wooing of Wistaria","Winnifred Eaton"
"The National Forests: Lands of Many Uses","Anonymous"
"The Orchid Album, Vol. 3","Robert Warner, Benjamin Samuel Williams and Thomas Moore"
"Harper's Young People, August 15, 1882","Various"
"King Penda's Captain","MacKenzie MacBride"
"Pee-wee Harris, F.O.B. Bridgeboro","Percy Keese Fitzhugh"
"The Drivers","Edward W. Ludwig"
"Jekyll and Hyde Planet","Jack Lewis"
"Betting & Gambling","Various"
"Oral Tradition From The Indus","J. F. A. McNair and Thomas Lambert Barlow"
"The History of Christianity","John S. C. Abbott"
"The Ayenbite of Inwyt","Dan Michel and Alfred John Wyatt"
"Birds of the National Parks in Hawaii","William W Dunmire"
"Santa Fe Sketch Book","Lewis Edward Ewen"
"The Boy Travellers in South America","Thomas W. Knox"
"Keskinäinen ihmisyys","John Ruskin"
"The Margenes","Miriam Allen de Ford"
"The Life of Sir Rowland Hill and the History of Penny Postage Vol. 1 of 2","Rowland Hill and George Birkbeck Hill"
"Ahnaat paadet ynnä muita kertomuksia","Rabindranath Tagore"
"Memories of the Future","Ronald Arbuthnott Knox"
"Harper's Round Table, September 22, 1896","Various"
"The History of Human Marriage","Edward Westermarck"
"The Street of Precious Pearls","Nora Waln"
"The Journal of the American-Irish Historical Society","Various"
"Southern Literary Messenger, Vol. 1, No. 13, September, 1835","Various"
"Secreta Monita Societatis Jesu. The Secret Counsels of the Society of Jesus, in Latin and English","Various"
"USDA Farmers' Bulletin No. 1346: Carpet Beetles and Their Control","E. A. Back"
"The Patriot","Charles L. Fontenay"
"The Ethicators","Willard Marsh"
"Die Steinbergs","Josephine Siebe"
"Catalysis","Poul Anderson"
"The Alfred Jewel","John Earle"
"The Girl's Own Paper, Vol. 20, No. 1011, May 13, 1899","Various"
"The Silver Fox","Edith Somerville and Martin Ross"
"Murder in Black Letter","Poul Anderson"
"Juvenile Delinquent","Edward W. Ludwig"
"Guatemala and Her People of To-day","Nevin Otto Winter"
"Running the Gauntlet","Edmund Yates"
"Études sur l'industrie et la classe industrielle à Paris au XIIIe et au XIVe siècle","Gustave Fagniez"
"Catholic World, Vol. 26, October, 1877, to March, 1878","E. Rameur"
"Ecology on Rollins Island","Varley Lang"
"Weather Crops and Markets","Anonymous"
"All About Your Canary","R. T. French Company"
"David Edwardes: Introduction to Anatomy, 1532","Charles Donald O'Malley and Kenneth Fitzpatrick Russell"
"The Almost-Men","Irving E. Cox"
"The Journal of the Maine Ornithological Society","Various"
"Gloria: A Girl and Her Dad","Lilian Garis"
"Klimop","Suzanna Maria Andriessen"
"A History of Domestic Manners and Sentiments in England During the Middle Ages","by Thomas Wright"
"Rabindranath Tagore","Raden Mas Noto Soeroto"
"Through Connemara in a governess cart","Edith Somerville and Martin Ross"
"Life on the Congo","W. Holman Bentley"
"Circe's Daughter","Priscilla Craven"
"Life on the Farm; in Amusing Rhyme","Anonymous"
"Slow Burn","Henry Still"
"Colored Americans in the Wars of 1776 and 1812","William C. Nell"
"The S.S. Glory","Frederick Niven"
"Amphibians and Reptiles in Captivity","Tom R. Johnson Robert N. Bader and Donald J. Coxwell"
"Ädelt vildt","Elisabeth Kuylenstierna-Wenster"
"The Motor Boys on Thunder Mountain","Clarence Young"
"The Yale Literary Magazine, Vol. 1, No. 1","Students of Yale"
"Geschichte der Medizin","Max Neuburger"
"Ädelt vildt","Elisabeth Kuylenstierna-Wenster"
"The Motor Boys on Thunder Mountain","Clarence Young"
"Harper's Round Table, September 15, 1896","Various"
"May Day; or, Anecdotes of Miss Lydia Lively","Unknown"
"Harold's Bride","A. L. O. E"
"Abaft the Funnel","Rudyard Kipling"
"The Origin and Growth of the Healing Art","Edward Berdoe"
"Looking Further Forward","Richard Michaelis"
"Birthright","April Smith"
"Modern Copper Smelting","Donald M. Levy"
"Paris Anecdote","Alexandre Privat d'Anglemont"
"The Quiet Heart","Margaret Oliphant"
"Bleedback","Winston Marks"
"A Life of Napoleon Bonaparte","Ida Minerva Tarbell"
"Kutnar, Son of Pic","George Langford"
"The Aswân Obelisk","Reginald Engelbach"
"Adventures of Martin Hewitt","Arthur Morrison"
"Wildlife Research and Management Leaflet BS-54: Rodent Control Aided by Emergency Conservation Work","Stanley P. Young"
"Tactics and Duties for Trench Fighting","Georges Bertrand and Oscar N. Solbert"
"The Periodical Cicada","United States Department of Agriculture"
"Snowball","Poul Anderson"
"Jack's Two Sovereigns","Annie S. Fenn"
"Cancer, Its Cause and Treatment, Vol. 2","L. Duncan Bulkley"
"Gas and Petroleum Engines","Henry De Gaffigny"
"History of the Post-Office Packet Service between the years 1793-1815","Arthur Hamilton Norway"
"Forced Move","Henry Lee"
"The April Baby's Book of Tunes","Elizabeth von Arnim"
"Ancient Classics for English Readers","William Lucas Collins"
"Erään rikoksen varjo","Sir Hall Caine"
"Bright Islands","Frank Riley"
"A Vagabond's Odyssey","Arnold Safroni-Middleton"
"The Pioneers","Basil Wells"
"L'uomo delinquente","Cesare Lombroso"
"Your Time is Up","Walt Sheldon"
"The American Journal of Pharmacy","Various"
"The Isthmus of Suez Question","M. Ferdinand de Lesseps"
"Sünndagsklocken","F. Köhn"
"My Spanish Year","Mrs. Bernhard Whishaw"
"Voltaire","Georg Morris Cohen Brandes"
"A Biography of Henry Clay, The Senator from Kentucky, and The life and Speeches of the Hon. Henry Clay","Daniel Mallory"
"The Twilight Years","Kirk Drussai and Garen Drussai"
"French Painting of the 19th Century in the National Gallery of Art","Grose Evans"
"Freeway","Bryce Walton"
"Disadvantages and Opportunities of the Colored Youth","R. C. Ransom"
"Until Life Do Us Part","Winston Marks"
"The American Bee Journal, Vol. 33, No. 4, January 25, 1894","Various"
"Josiah Allen on the Woman Question","Mariettta Holley"
"Buster Bear's Twins","Thornton W. Burgess"
"Kalevalan laulumailta","I. K. Inha"
"Redeemed","Mrs. George Sheldon Downs"
"Poems","Katherine Mansfield"
"Gemälde und ihre Meister","Various"
"Campfire Tales of Jackson Hole","G. Bryan Harry"
"Discovering Evelina","F. Frankfort Moore"
"The Use and Abuse of Church Bells","Walter Blunt"
"Betsey Bobbett","Mariettta Holley"
"Armenia and Her People","George H. Filian"
"The Works of Thomas Hood, Vol. 1 of 11","Thomas Hood"
"Leonardo da Vinci als Ingenieur und Philosoph","Hermann Grothe"
"The Laboratorians","Edward Peattie"
"Hiltu ja Ragnar","Frans Emil Sillanpää"
"Die Deutschen Volksbücher VII","Gustav Schwab"
"In Bird Land","Leander S. Keyser"
"88 Favourite Carols and Hymns for Christmas","Anonymous"
"The Underworld of Oregon Caves National Monument","Roger Jacob Cantor"
"A Short History of Birds & Beasts, for the Amusement and Instruction of Children","Anonymous"
"The Outer Quiet","Herbert D. Kastle"
"The Golden Slave","Poul Anderson"
"The Threefold Commonwealth","Rudolph Steiner"
"Easy Does It","E. G. von Wald"
"The Inimitable Jeeves","P. G. Wodehouse"
"Attack of Fortified Places.","James Mercur"
"Firth's World","Irving Cox"
"Spanish and Indian place names of California: Their Meaning and Their Romance","Nellie Van de Grift Sanchez"
"The PanGerman Plot Unmasked","André Chéradame"
"The Flower Beneath the Foot","Ronald Firbank"
"The Mathematical Theory of Relativity","Arthur Stanley Eddington"
"Pee-Wee Harris in Luck","Percy Keese Fitzhugh"
"Solens Barn","Carl Nissen"
"The Nautilus. Vol. 31, No. 2, October 1917","Various"
"Si yo fuera rico","Luis Mariano de Larra"
"The Pacifists","Charles E. Fritch"
"Witness","George H. Smith"
"Wupatki National Monument, Arizona","National Park Service"
"Snow-shoes and Sledges","Kirk Munroe"
"The Flying Inn","G. K. Chesterton"
"Easy Introduction to Spanish Conversation","M. Velazquez de la Cadena"
"Excursions in the County of Cornwall","F. W. L. Stockdale"
"The Ingoldsby Legends","Thomas Ingoldsby"
"Three Good Giants","François Rabelais"
"Obstetrical Nursing","Carolyn Conant Van Blarcom"
"Scarabs","Percy E. Newberry"
"Notes on Diseases of Cattle","Charles James Korinek"
"Robert Curthose, Duke of Normandy","Charles Wendell David"
"Ye Magick Mirrour of Old Japan","Silvanus P. Thompson"
"Henriette, oder die schöne Sängerin","Ludwig Rellstab (Freimund Zuschauer )]"
"They Were Different","Neil J. Kenney"
"Flower and Jewel","Mrs. Alex. McVeigh Miller"
"Schwedenklees Erlebnis","Bernhard Kellermann"
"Hakkaa päälle!","Ilmari Kianto"
"Trail-Tales of Western Canada","F. A. Robinson"
"Der Deutsche Lausbub in Amerika (3/3)","Erwin Rosen"
"Der Deutsche Lausbub in Amerika (2/3)","Erwin Rosen"
"The Land of Desolation: Being a Personal Narrative of Observation and Adventure in Greenland","Isaac Israel Hayes"
"The Courtship of Miles Standish","Henry W. Longfellow"
"Rules for a Dictionary Catalogue","Charles Ammi Cutter"
"The World of Dreams","Havelock Ellis"
"W. Kent & Co's Annual Catalogue, April 1859","Unknown"
"A Short History of Astronomy","Arthur Berry"
"The Marriage of Elinor","Margaret Oliphant"
"Comediettas and Farces","John Maddison Morton"
"The Defensive Armour and the Weapons and Engines of War of Mediæval Times, and of the Renaissance","Robert Coltman Clephan"
"Broken to Harness","Edmund Yates"
"The Story of Spanish Painting","Charles H. Caffin"
"Minna and Myself","Maxwell Bodenheim"
"Legendary Tales of the Highlands, Vol. 3 of 3","Thomas Dick Lauder"
"North of 36","Emerson Hough"
"Mr. and Mrs. Sên","Louise Jordan Miln"
"The Desert Healer","E. M. Hull"
"The Seven Conundrums","E. Phillips Oppenheim"
"Angels' Shoes and Other Stories","Marjorie L. C. Pickthall"
"The Story of Spanish Painting","Charles H. Caffin"
"Four Mystery Plays","Rudolf Steiner"
"The Auk","Various"
"Picturesque London","Percy Fitzgerald"
"Helianth. Band 2","Albrecht Schaeffer"
"Wie wir einst so glücklich waren!","Wilhelm Speyer"
"Die Hohkönigsburg","Julius Wolff"
"Harper's Round Table, September 8, 1896","Various"
"The Psychology and Pedagogy of Anger","Roy Franklin Richardson"
"Top O' the World","Mark E. Swan"
"Tetherstones","Ethel M. Dell"
"Rubble and Roseleaves","F. W. Boreham"
"The Parowan Bonanza","B. M. Bower"
"Midwinter","John Buchan"
"The Lone Wolf Returns","Louis Joseph Vance"
"Selling Things","Orison Swett Marden and Joseph F. MacGrail"
"Nashville Journal of Medicine and Surgery","Various"
"Task Mission","Fox B. Holden"
"Jean-Christophe X","Romain Rolland"
"Willie's Planet","Mike Ellis"
"Degeneration:","Edwin Ray Lankester"
"Tea","Samuel Phillips Day"
"Baseball Joe Saving the League","Lester Chadwick"
"The Pavement Masters of Siena, 1369-1562","Robert H. Hobart Cust"
"Poems","Edna St. Vincent Millay"
"Common Sense for Housemaids","Ann Fraser Tytler"
"Uncanny Stories","May Sinclair"
"The French Revolution of 1789","John Stevens Cabot Abbott"
"Eiszeit und Klimawechsel","Wilhelm Bölsche"
"The Third Party","Lee B. Holum"
"Josiah's Secret","Mariettta Holley"
"Escape Mechanism","Charles E. Fritch"
"A plain and literal translation of the Arabian nights entertainments now entituled The Book of the Thousand Nights and a Night, Vol. 11 of 17","Richard F. Burton"
"Pueblo Bonito","Anonymous"
"El Niño de la Bola","Pedro Antonio de Alarcón"
"The Original Poems of Edward Edwin Foot, of Her Majesty's Customs, London","Edward Edwin Foot"
"The American Bee Journal","Various"
"Gerfaut","Charles de Bernard"
"Lost Art","G. K. Hawk"
"The Elroom","Jerry Sohl"
"The Cyber and Justice Holmes","Frank Riley"
"The Forest Monster","Charles E. LaSalle"
"The Master of Greylands","Mrs. Henry Wood"
"Modern Billiards","Benjamin Garno"
"The Rover","Joseph Conrad"
"Blow the Man Down","Charles L. Fontenay"
